category,name,address,phone,website,email,register_url
Microfinance Institutions,FORBES MICROFINANCE COMPANY LIMITED,P. O. Box GP 4250; Accra,0302 771057 / 0287 771057,,forbesmf2013@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,FWF MICROFINANCE LIMITED,P. O. Box CO 1061; Tema,0274423837 / 0243667110,,fwfmicrofinance@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GAEWORNU MICROFINANCE SERVICES LIMITED,P.O. Box AK 166 Akasti Volta Region,0208129871 /0209259911,,gaewornumicrofinance@gmail.com;papasolo1967@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GAP MICROFINANCE LIMITED,P. O. Box OS 568 OSU-ACCRA,0302779670,,gapmfi@gmail.com;,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GEEM MICROFINANCE COMPANY LIMITED,P. O. Box 256; Kwabenya; Accra,0202011585/ 0204333420,,gmicrofinance@gmail.com;gildekus@yahoo.com;,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GEM CAPITAL MICROFINANCE LIMITED,P.O Box KD 59 Kanda,0302337711,,rkofori@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GIFS MICROFINANCE LIMITED,P.O.BOX PC 95 KUMASI,0268737212 / 0322090070,,info@giffs.com;gifsmicrofinance@globalisfs.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GLOBAFIN MICROFINANCE LIMITED,"P. O. Box SW 891, Agona Swedru",0577699963 / 033202059,,globafinmicrofinanceltd@gmail.com / info@globafinmicrofinanceltd.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,GOLDEN FOUNDATION MICROFINANCE LIMITED,P.O.Box SN 473; Santasi-Kumasi,0244641301/0279577518/0322392762,,goldenfoundation1@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,HIGH AGES MICROFINANCE LIMITED,P.O.Box 679; Sunyani,0352027394/0352097070/0244295680 0264414847/0266838600,,highages@gmail.com;fhighprestige@yahoo.com;poyc77@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,HM PLUS MICROFINANCE LIMITED,P.O.Box SK 220; Sakumono-Accra,0209101444/0244518271/0243276657/0204820280/0203440911/0271919881/0303405311/0307031799,,info@hmplusfinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,HOB CAPITAL MICROFINANCE COMPANY LIMITED,P. O. Box 2035,03322-192448/ 0241-377397/ 0244-544986/ 0208-217754,,hobcapital@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,HOPELINE MICROFINANCE LIMITED,P. O. BOX MD 886; Madina-Accra,0302959013/0244611300/0244789485,,hopelinemicrofinance@yahoo.co.uk;fannessi@yahoo.co.uk,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,IMPACT CAPITAL MICROFINANCE LIMITED,P. O. Box AN 5997; ACCRA NORTH,0241980953,,drusilla.carbutey@impactcapitalafrica.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,IMPACT MICROFINANCE COMPANY LIMITED,P. O. Box KS 10646; Kumasi,0322038874,,impactmfi9@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,INDEPENDENT MICROFINANCE LIMITED,P.O.Box 88; Prestea-WR,0501291523,,kbotwe2000@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,INNOVATIVE MICROFINANCE LIMITED,P.O.BOX CT 153;Cantoments-Accra,0302258540/0302257107/0572778117,,info@imlfinance.com;sheila.azuntaba@imlfinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,INTEGRITY INFINITY MICROFINANCE LIMITED,P O BOX AD 70; CAPE COAST,0244908157/0332021251/0302993868,,archistorm@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,INTERZEN MICROFINANCE LIMITED,P.O. Box 5; Old Ningo; Accra,02448993947/0302902736,,interzenmsl@yahoo.com;info@interzenmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,JACKFAUS MICROFINANCE LIMITED,P. O. Box TN 945 Accra,0302-779104,,yumicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,JADEL PLUS MICROFINANCE COMPANY LIMITED,P. O. Box AN 6030; Accra North,0503880909/0302200855,,microfinance@jadelplus.com;opsmanager@jadelplus.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,JALLY MICROFINANCE COMPANY LIMITED,P. O.BOX 16499; Adum-Kumasi,0244035029/0322036493,,jallyltd@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,JIREH MICROFINANCE LIMITED,P.O. Box AF 2806; Adenta Flats; Accra,0246734744/0506810301/0244566092,,info@jiremfl.com.gh,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,JITA CREDIT PARTNERS MICROFINANCE LIMITED,P. O. Box NB 406 Nii Boye Town; Accra,0243202274/0542350482,,jitacreditpartners@gmail.com;Info@Jitamicrofinance.com_x000D_,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,KASDAF MICROFINANCE COMPANY LIMITED,P. O. Box CO 4088; Tema,0244711355/0501274801,,kasdafmf@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,KENSTEP MICROFINANCE LIMITED,P.O.Box 16244 KIA; Accra,0302244718,,info@kenstepmicrofinance.com;ghanabase@yahoo.co.uk,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,KESINOR MICROFINANCE LIMITED,P.O.Box CT 3597; Cantoment-Accra,0244337311/0244368189/0540122443,,vidagraham@ymail.com;,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,KINGSBAN CAPITAL MICROFINANCE LIMITED,P. O. Box KN 850; Kaneshie; Accra,0501290182/0208383893,,Info@kbcmicrofinance.com;kbcmicrofinance@hotmail.co.uk_x000D_,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,LEVERAGE MICROFINANCE COMPANY LIMITED,P. O. Box DC 1343 DANSOMAN,0303933698/0302302961/0302313435/0244565033_x000D_ /0244702875 / 0303933698/0545180661,,info@leveragefinanceafrica.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,LITTLE ROCK MICROFINANCE COMPANY LIMITED,P. O. Box KN883 KANESHIE,0302963047/0267422158/0271040932,,naii@ymail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,LOAN LINE MICROFINANCE LIMITED,P.O. Box AX 317;TAKORADI,0312001169 / 0209995640_x000D_ / 0209995639,,info@loanlinegh.com;kojo.nuako@loanlinegh.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,LOVE MICROFINANCE COMPANY LIMITED,P.O. Box 312 Koforidua,0342028361,,lovemicrofinance@gmail.com_x000D_,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MABIA MICROFINANCE SERVICES LIMITED,P. O. BOX La 494; Labadi_x000D_ ACCRA,0260845696 / 0207007153 /_x000D_ 0501397833,,mabia.microfinance.services@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MAROON CAPITAL MICROFINANCE LIMITED,P.O. Box AF 1290; Accra,0508346972,,info@marooncapitalgh.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MEDI GHANA MICROFINANCE LIMITED,P.O. Box MD 1209 Medina; Accra,0302432961 / 0577666688,,info@medighana.org;esther.ashun@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MGI MICROFINANCE LIMITED,P.O. Box SE2171; Suame; Kumasi,0245979990 / 028000210,,info@themgigroup.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MID-COUNTY MICROFINANCE LIMITED,P. o. Box KJ 857 Kejetia Kumasi,0502330801 / 0244541914/ 0269740903 /0322398594_x000D_,,midcountymicrofinanceltd@gmail.com;info@mid-county.com_x000D_,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MONICAPITAL MICROFINANCE LIMITED,P.O. Box TB 413. Taifa; North Accra,0302914377 / 0244913999,,info@monicapital.com;,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,MWINTUUR MICROFINANCE LIMITED,P. O. Box 391 Wa,0208238660 / 0204847663 / 0208560831,,mwintuurmicro12@gmail.com;mbangbie@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,NAATOA MICROFINANCE SERVICES LIMITED,P.O Box 53. Mankessim,0544339180/ 0244341899/0544339171,,abrahamahinful@yahoo.com;naatoamicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,NEEDS MICROFINANCE LIMITED,P. O. Box KIA 16193 Airport; Accra_x000D_,0302433937 / 0289548421,,needsmicrofinance@gmail.com;malyn6@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,NEIGHBOURHOOD MICROFINANCE LIMITED,P. O. BOX SL 466 Tema,0303932079_x000D_ / 0261010951,,neighbourhood80@yahoo.com;neighbourhoodmicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,NOBLE TRUST MICROFINANCE SERVICES LIMITED,P O BOX AN 7133; ACCRA NORTH,0302201664 / 0501335457,,nobletrustmicro@gmail.com;b.kese@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,OCEAN CAPITAL MICROFINANCE LIMITED,P. O. Box SK 862 Sakumono - Accra,0207-293344,,,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,OLIVE BRANCH CAPITAL MICROFINANCE LIMITED,P.O.BOX KT 127; KOTOBABI-ACCRA;,0244231205,,olivecapital14@gmail.com;ellissass@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ONTIME MICROFINANCE LIMITED,P.O.Box NG 466 Nungua,0244106343 /0202967716,,gosh207@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,OPTIONS MICROFINANCE COMPANY LIMITED,P.O.BOX 7; ACCRA,0244694091/ 0302225228,,pokab2007@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,OSACS MICROFINANCE LIMITED,P. O. Box BJ 91 Awutu; Bawjiase,0243 414 268 / 0208 509 438,,osacsmicrofin@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,PAK MICROFINANCE COMPANY LIMITED,P.O. Box CT 1422; Cantonments -Accra,0302767861/0269629661_x000D_ 0233359145_x000D_,,mayann_mens@yahoo.com;info@pakmicrofinanceghana.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,PRIME INVEST MICROFINANCE LIMITED,P. O. Box 17366; Accra.,0267445525 / 0303938515,,info@primeinvest.com.gh;kesayisi@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,PRINCIPAL CAPITAL MICROFINANCE LIMITED,P. O. Box CT 9878; Cantonments; Accra,0244373941/0244986088,,ckyeremeh@principalcapital.com.gh;ekonadu@principalcapital.com.gh,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,PURE EDEN MICROFINANCE COMPANY LIMITED,P. O. Box OD 154; Odorkor.,0204904049/0244858877,,joanapedo@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,Q CAPITAL MICROFINANCE LIMITED,P.O.Box 4409 Accra,0302245942/ 0277600600/0244987011,,info@qcapital.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,QUALITY MICROFINANCE LIMITED,P.O. Box 9054; K.I.A; Accra,0243522359,,info.qualityfinance@yahoo.com;samuelakpaglo@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,QUICK CAPITAL MICROFINANCE LIMITED,P.O. Box KN 4983 Kaneshie; Accra,0502918678;0269595262,,quickcapitalgroup@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,QUICKEN MICROFINANCE LIMITED,P.O.BOX CS;8007; TEMA,0307020846-9,,services@qfsgroup.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,RAPID LINK MICROFINANCE LIMITED,P.O.Box CT2004 Cantoments; Accra,0202221234,,mbeah@hotmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ROGAI MICROFINANCE LIMITED,P. O. Box AX 1379,031201973 / 0209177742/0271118006,,-,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ROYALE MIKRI MICROFINANCE LIMITED,P.O.Box PMB; DTD 8720 Kumasi,0209171585/0244486532,,boakyeyam@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SAFE MICROFINANCE COMPANY LIMITED,P. O. BOX KJ 80; Kumasi_x000D_ KUMASI,0322049188,,safemicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SECURE CAPITAL MICROFINANCE LIMITED,P. O. Box KS 941; Kumasi,0322230592/0501304306,,securecapital@ymail.com;mustapha7711@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SHEEDY MICROFINANCE LIMITED,P. O. Box KW 172 Kasoa,0332197513/0303934391/0244367674,,sheedymfl@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SHIELD MICROFINANCE COMPANY LIMITED,P. O. BOX GP 13197 ACCRA,0544356888/0244637830,,gocran@shieldinsurancebrokers.com.gh,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SKILIMIT MICROFINANCE LIMITED,P O Box AX 1086; Takoradi,0312198096 / 0501334290,,skilimitmfi@gmail.com;ogoemoses@yahoo.co.uk,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SOLIDARIO MICROFINANCE LIMITED,P.O Box AF 2963; Adenta; Accra,0302504205/0509039426/0208195380,,info@solidariomicrofinance.com; La.agyeman@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SOLIS MICROFINANCE LIMITED,P. O. Box AN 15650; Accra North,0275906057/0541924309,,support@solisfinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SPEED MICROFINANCE COMPANY GHANA LIMITED,P. O. BOX AN 19409_x000D_ ACCRA,0244746466 / 0243010116/0302984515; 0234744447;0234744448;0244969507,,raybismarck@hotmail.com;,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SPRINGBOARD MICROFINANCE LIMITED,"P. O. BOX MP 2240, MAMPROBI, ACCRA",0246188820,,springboardmicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,STEGENOR MICROFINANCE LIMITED,P.O. BOX 908 OBUASI,0243163900/0249536577/0243069614/0307032861,,stegenor@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SUCCESS FOR PEOPLE MICROFINANCE LIMITED,P. O. Box LG1079; Legon,(0302) 681059/ (23324) 462-8473,,successforpeople@live.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SUMMIT VISION MICROFINANCE SERVICES LIMITED,P. O. BOX GP 13221; ACCRA,0302232226/0207340538,,foboadu@yahoo.com;collinsaduntim42@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,SURGE MICROFINANCE LTD,P.O.Box KN 4870; Accra,0544330431/0302938823,,phildangh@yahoo.com;growthpioneersmf@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,TAILORED SOLUTIONS MICROFINANCE LIMITED,P O BOX 13367. ACCRA CENTRAL,0222511779 / 0265338227,,intfo@tsm.com.gh,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,TALENT MICROFINANCE SERVICES LIMITED,P. O. Box GP 20915. ACCRA.,0200885416/0302- 246429,,info@talentmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,THE MINT MICROFINANCE LIMITED,P. O Box CT 5046 ; Cantonments ; Accra,0204336006 / _x000D_ 0204336010_x000D_,,navissey@themintghana.com;emefful@hotjobsafrica.org,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,TIGER FORCE MICROFINANCE LIMITED,P. O. Box KN 725; KANESHIE,0302766725 / 024 4380003/0209203223,,percy@tigerforcegroup.org;info@tigerforcegroup.org,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,TRUSTWELL CAPITAL MICROFINANCE LIMITED,P. O. Box GP 14762; Adabraka,0302201968 / 0277790900,,trustwellcapital2013@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,UBUNTU CAPITAL MICROFINANCE LIMITED,P. O. Box CT5699 Cantonment; Accra,0501436201 / 0244894386 /0302541470,,info@ubuntucapitalgh.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,UDF MICROFINANCE LIMITED,P. O. Box KW1146; KWABENYA; ACCRA,0303932838/9,,info@udfmicrofinance.com;kdonkor@udfmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,UNI CAPITAL MICROFINANCE LIMITED,P. O. Box 829 Ashaiman_x000D_,020-8616060/0544-833309,,unicapitalbanking@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,UNIMAS MICROFINANCE LIMITED,"P. O. BOX 11716, ACCRA - NORTH",0248951379/ 0549283620,,m.oyemade@gmail.com/hansonkweku@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,UNIVERSAL MICROFINANCE LIMITED,P.O.BOX ML 728; ACCRA,0302333660,,universalmfi@yahoo.com;info@universalmicrofinance.com;ceo@universalmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,UPTIMA CREDIT & MICROFINANCE HOUSE LIMITED,P. O. Box SK980; SAKUMONO; TEMA,0303313166/0506204006_x000D_ /0233281024/0269604000,,uptimahse@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,USAVE MICROFINANCE LIMITED,P. O. Box DK 383 Darkuman,0302329284,,usavemfi@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,VIVANTTI MICROFINANCE COMPANY LIMITED,P.O.Box LG 501; Legon,0303934569 / 0243878597,,donmilla@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,WALLSTREET MICROFINANCE LIMITED,P. O. Box X 581; FNT,0322001055/ 0501319276,,wallstreetgh@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,WEMA MICROFINANCE LIMITED,P. O. Box KW36; Kwabenya,0203001468; 0208501703,,wemamicrofinanceltd@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,WEST ONE MICROFINANCE LIMITED,P. O. Box AN11894; Accra-North,0267-513853 /0207088161/0362194281_x000D_,,info@westonemicrofinance.com;paul.asuming@westonemicrofinance.com;precious.danso@westonemicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,WESTLAKE CAPITAL MICROFINANCE LIMITED,P. O. Box CT 2322 Cantonments_x000D_,030-2201602/020-6452655,,,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,YAALEX MICROFINANCE LIMITED,P. O. BOX 860 _x000D_ TAKORADI,0208198477/ 0312020757,,yawlex@yahoo.com;eric.quayson@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,YILO STAR MICROFINANCE LIMITED,P.O.BOX SA 272; AKUTUNYA-SOMANYA,0501354435-6 / 0208214399,,yilostarmicrofinanceltd@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Financial NGOs,ASRUD FNGO LIMITED,,0244835624 / 0208136790,,asrudghana2007@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,BEVAUD SUPPORT FOUNDATION FNGO,,0322026030 / 028227637 / 0244 820435,,bvds.foundation@yahoo.com;edwardakugri@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,CARD FNGO,,0372023512,,cardghana@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,CEDI FOUNDATION FNGO,,0322035616/0208121124,,cedifinance@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,DAASGIFT QUALITY FOUNDATION FNGO,,0243326178,,giftyasmah@daasgift.org,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,IMPERIAL TRUST FNGO,,0302-814404/0249-265488,,,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,INITIATIVE DEVELOPMENT GHANA FNGO,,,,e.korankye@yahoo.co.uk;s_dugbazah@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,MAATA-N-TUDU FNGO,,0208412491 / 0372022916,,matantuduwa@gmail.com; info@maata-n-tudu.org,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,MANNA PROJECTS - FNGO,,0322051655/0322051938_x000D_,,mannaprojects@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,SALT TO GHANA FNGO,,0501317377 / 0265407510 / 0201317377,,eric@salttoghana.org,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,SUN SHADE FOUNDATION FNGO,,0322026397 / 0263473170,,info@mysunshades.org,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Financial NGOs,UNIVERSAL CAPITAL FNGO,,0596312360/ 0362027790,,universalcapitalfunds@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/financial-ngos/
Foreign Exchange Bureaux,88 Forex Bureau Limited,forexbureau88@gmail.com,0547880766 / 0244755708,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,108 Forex Bureau Limited,108forexbureaultd@gmail.com,0208112030,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,1st African Forex Bureau Limited,firstafricanforexbureau@1stafrican.com,0501288808,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,1st Choice Forex Bureau Limited,firstchoice@gmail.com,0274072670,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,1st Light Forex Bureau Limited,1stlightfxb@gmail.com,0246467984,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,2 Gees Forex Bureau Limited,simpsonkobinah@yahoo.com,0244259137,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,A & B Forex Bureau Limited,anbforexbureau@gmail.com,0302677538 / 0233532053,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,A & E Forex Bureau Limited,aeforexbureau@yahoo.com,0209319557,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,A AND H Forex Bureau Limited,anhforexbureaultd@gmail.com,0244745075,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,A B C Forex Bureau Limited,abcforexbureau@yahoo.com,0245306646,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Abdex Forex Bureau Limited,abdexforexbureaultd@gmail.com,0266342900 ; 0302776097,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,ABH Forex Bureau Limited,abhforexbureaultd@gmail.com,0242323034,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Abolowe Forex Bureau Limited,aboloweforexbureaultd@gmail.com,0244105534,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Abyamas Forex Bureau Limited,abyamas@gmail.com,0244269315,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Accra City Hotels Forex Bureau Limited,costacct@accracityhotel.com,0207586139,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Acorn Forex Bureau Limited,,,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Act Forex Bureau Limited,actforexbureau@yahoo.com,0244581138 ;0302797980,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Acumed Forex Bureau Limited,acumedfxx@gmail.com,0243469854,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
Foreign Exchange Bureaux,Adams Forex Bureau Limited,aadamsforexbureau@gmail.com,0302667863,,,https://www.bog.gov.gh/supervision-regulation/ofisd/forex-exchange-bureaux/
