category,name,details_raw,website
Fund Managers,10th Capital Investments Limited,"P.O.Box 7788, Accra-North | Y21B Agostinho Neto Road, Airport Residential, Accra, Ghana | 0209104369 | 10thcapital.investments | info@10thcapital.investments",https://10thcapital.investments
Mutual Funds,InvestCorp Treasury Securities Fund PLC,"P.O.Box GP 22493, Accra | #15 Wawa Drive, North Dzorwulu | 00233(0)302 50 90 45 | www.investcorpgh.com | info@investcorpgh.com",https://www.investcorpgh.com
Mutual Funds,Investiture 365 Alpha Fund PLC,Investiture Place #3 Fifth Crescent Asylum Down Accra | Investiture Place #3 Fifth Crescent Asylum Down Accra | +233 342 291 297 | www.investituregh.com | investiture@investituregh.com,https://www.investituregh.com
Mutual Funds,NGIS Money Market Fund PLC,"1st Floor COCOBOD Jubilee House Guggisberg Road, Adum Kumasi | 1st Floor COCOBOD Jubilee House Guggisberg Road, Adum Kumasi | 032 2091608; 0269740903 | www.ngis-group.com | info@ngis-group.com",https://www.ngis-group.com
Mutual Funds,Nimed Fixed Income Fund Limited,"PMB CT 7021, Cantonments | Plot 95, Ambassadorial Drive, East Legon, Accra | (0302)-543837 / (0267)-548339 | nimedcapital.com | info@nimedcapital.com",https://nimedcapital.com
Mutual Funds,Nordea Income Growth Fund,"3 Hackman Street, East Legon, Ghana Digital Address: GA-482-0436 | Hackman Street East Legon,behind Del International Hospital | 030935531/2 00233 (0)30 393 5531 | ecocapinvestment.com | invest@ecocapinvestment.com",https://ecocapinvestment.com
Mutual Funds,NTHC Horizon Fund Limited,"P.O Box KIA 9563 Airport | NTHC House,18 Gamel Nasser Avenue, Ringway Estates, Osu | (0302)-238495 / 240242 / 235814-5 | www.nthcghana.com | nthc@ghana.com info@nthc.com.gh",https://www.nthcghana.com
Mutual Funds,Omega Equity Fund,"P.O Box CT 7991, Cantonments, Accra | Cidan House, H/No. 161 Block Haatso, North Legon. | (0302)-544351 / (0261)-717001/(0285)-727272 | cidaninvestments.com | info@cidaninvestments.com/ robengokon@cidaninvestment.com",https://cidaninvestments.com
Mutual Funds,Omega Income Fund,"P.O Box CT 7991, Cantonments, Accra | Cidan House, H/No. 161 Block Haatso, North Legon. | (0302)-544351 / (0261)-717001/(0285)-727272 | cidaninvestments.com | info@cidaninvestments.com/robengokon@cidaninvestment.com",https://cidaninvestments.com
Mutual Funds,Opportunity Fund PLC,"P.O.Box CT 11008, Cantonments Accra | &quot;4th Floor Gulf House Left Wing Gulf Street Accra&quot; | (0302)-631164 / (0501)-577546-8 | www.waicarecapital.com | info@waicarecapital.com",https://www.waicarecapital.com
Mutual Funds,Pinnacle Balanced Fund PLC,"P.O. Box CT 7991, Cantonments, Accra | Cidan House H/No 261 Haatso North Legon- Accra | 0302 544 178/9, 054 012 2278 | cidaninvestments.com | info@cidaninvestments.com",https://cidaninvestments.com
Mutual Funds,Platinum Debt Income Fund Plc,"Plot No. 215, Stanbic Heights, South Liberation Link, Airport City, Accra. GL-1164539 | Plot No. 215, Stanbic Heights, South Liberation Link, Airport City, Accra. GL-1164539 | +233 302 815 789 | https://www.sims.com.gh/ghanasims/management-investment-services/ | simscustomerservice@stanbic.com.gh",https://www.sims.com.gh/ghanasims/management-investment-services/
Mutual Funds,Plus Balanced Fund Plc,"PMB 69,OSU-ACCRA | &quot;The Rhombus, Plot 24 Tumu Avenue Kanda Estates, Accra&quot; | 00233(0)559670549 00233 (0) 302 227 698 | www.blackstaradvisors.com | clientservices@blackstaradvisors.com info@blackstaradvisors.com",https://www.blackstaradvisors.com
Mutual Funds,Plus Income Fund Plc,"PMB 69,OSU-ACCRA | &quot;The Rhombus, Plot 24 Tumu Avenue Kanda Estates, Accra&quot; | 00233(0)559670549 00233 (0) 302 227 698 | www.blackstaradvisors.com | clientservices@blackstaradvisors.com info@blackstaradvisors.com",https://www.blackstaradvisors.com
Mutual Funds,SAS Fortune Fund Limited,"P.O Box KA 16446 | 14th Floor, World Trade centre, Independence Avenue | 0302661770/2/08/880 | www.sasghana.com | sasim@sasghana.com",https://www.sasghana.com
Mutual Funds,SAS Midas Fund Ltd,"14th Floor World Trade Centre , Independence Avenue, Accra | 14th Floor World Trade Centre , Independence Avenue, Accra | 0302661770/2/08/880 | www.sasghana.com | sasim@sasghana.com",https://www.sasghana.com
Mutual Funds,SEM Income Fund PLC,"P.O.Box CT 2069, Cantoments | SEM Capital Management Ltd, 4th Floor, Trust Towers | 00233 (0) 30 223 5400 00233 (0) 30 223 8382 00233 (0) 24 469 1007 | semcapitaladvisors.com | kevin.andoh@semcapitaladvisors.com capital@semcapitaladvisors.com",https://semcapitaladvisors.com
Mutual Funds,SEM Money Plus Fund PLC,"P.O.Box CT 2069, Cantoments | SEM Capital Management Ltd, 4th Floor, Trust Towers | 00233 (0) 30 223 5400 00233 (0) 30 223 8382 00233 (0) 24 469 1007 | semcapitaladvisors.com | kevin.andoh@semcapitaladvisors.com capital@semcapitaladvisors.com",https://semcapitaladvisors.com
Mutual Funds,Tesah Future Fund Limited PLC,"GPS : GA-091-2842 | &quot;Allied Heights (2nd Floor) 10 Olusegun Obasanjo Way Abelenkpe, Accra&quot; | 00233 302 977813 00233 302 977471 | www.tesahcapital.com | info@tesahcapital.com",https://www.tesahcapital.com
Mutual Funds,TTL Income Haven Fund,"H/No. C122/3, 1st Floor, Farrar Avenue, Asylum Down | H/No. C122/3, 1st Floor, Farrar Avenue, Asylum Down | 00233 (0) 57 7680810 00233 (0) 57 7680817 | ttlcapital.com | info@ttlcapital.com",https://ttlcapital.com
Mutual Funds,UMB Balanced Fund PLC,"P.O Box CT 1317, Cantonments - Accra | 123 Kwame Nkrumah Avenue, Sethi Plaza, Adabraka | (0302)-251137 / (0302)-251138 | www.merbaninvestmentholdings.com | info@umbcapital.com",https://www.merbaninvestmentholdings.com
Mutual Funds,Weston Oil &amp; Gas Fund Limited,"3 Hackman Street, East Legon, Ghana Digital Address: GA-482-0436 | Hackman Street East Legon,behind Del International Hospital | 030935531/2 00233 (0)30 393 5531 | ecocapinvestment.com | invest@ecocapinvestment.com info@ecocapinvestment.com",https://ecocapinvestment.com
Unit Trusts,AIM Freedom Fixed Income Trust,"GA-118-5893 18 Noi Fetreke Street West Kofi Annan Street, West Airport near Jack &amp; Jill, Accra. P.O. Box 14001, Accra | 18 Noi Fetreke Street West Kofi Annan Street, Accra | 0244649191 | www.ashfieldinvest.com | info@ashfieldinvest.com",https://www.ashfieldinvest.com
Unit Trusts,AIM Multi-Asset Trust,"GA-118-5893 18 Noi Fetreke Street West Kofi Annan Street, West Airport near Jack &amp; Jill, Accra. P.O. Box 14001, Accra | 18 Noi Fetreke Street West Kofi Annan Street, Accra | 0244649191 | www.ashfieldinvest.com | info@ashfieldinvest.com",https://www.ashfieldinvest.com
Unit Trusts,Algebra Income Trust,"5TH Floor,Nester Square,North Liberation Link, Airport City | 5TH Floor,Nester Square,North Liberation Link, Airport City | 0302778552/3 | www.algebracapital.com.gh | info@algebracapital.com.gh",https://www.algebracapital.com.gh
Unit Trusts,Bora Balanced Unit Trust,"P. O Box CT 10524, Cantonments Accra | No.3 Dano Court Boundary Road East Legon, Accra | 0507712343 | www.boradvisors.com | info@boradvisors.com",https://www.boradvisors.com
Unit Trusts,Bora Fixed Income Unit Trust,"P. O Box CT 10524, Cantonments Accra | No. 3 Dano Court Boundary Road East Legon, Accra | 0507712343 | www.boradvisors.com | info@boradvisors.com",https://www.boradvisors.com
Unit Trusts,Bora Global Balanced Trust,"P. O Box CT 10524, Cantonments Accra | No. 3 Dano Court D29 Boundary Road East Legon, Accra, Ghana | +233 (50) 771 2343 / +233 (24) 528 8322 | www.boradvisors.com | globaltrust@boradvisors.com",https://www.boradvisors.com
Unit Trusts,Cal Advantage Balanced Unit Trust,House 23 Ridge Independence Avenue | House 23 Ridge Independence Avenue | 0302680061/0267518019 | www.calassetmanagement.net | assetmgt@calbank.net,https://www.calassetmanagement.net
Unit Trusts,Cal Benefit Fixed Income Unit Trust,H No 23 Ridge Indepencence Avenue Accra | H No 23 Ridge Indepencence Avenue Accra | 0302680061/0267518019 | www.calassetmanagement.net | assetmgt@calbank.net,https://www.calassetmanagement.net
Unit Trusts,EDC Ghana Africa Cash Trust,"P.O.Box An 16746 | Ecobank Head Office Building, 2nd Floor 2. Morocco Lane,Off the Independence Avenue | 03026234165/0302634150 | www.ecobank.com | edc-clientservice@ecobank.com",https://www.ecobank.com
Unit Trusts,EDC Ghana Fixed Income Unit Trust,"P.O AN 16746 | Ecobank Head Office Building, 2nd Floor 2, Morocco Lane, Off the Independence Avenue | (233) 0302634165 / 0302634150 | www.ecobank.com | edc-clientservice@ecobank.com",https://www.ecobank.com
Unit Trusts,EDC Ghana Growth Trust,"P.O. Box an 16746 | Ecobank Head Office Building 2nd Floor 2, Morrocco Lane,Off the Independence Avenue | 03026234165/0302634150 | www.ecobank.com | edc-clientservice@ecobank.com",https://www.ecobank.com
Unit Trusts,EDC Ghana Money Market Unit Trust,"P.O AN 16746 | Ecobank Head Office Building, 2nd Floor 2, Morocco Lane, Off the Independence Avenue | (233) 0302634165 / 0302634150 | www.ecobank.com | edc-clientservice@ecobank.com",https://www.ecobank.com
Unit Trusts,Fidelity Balanced Trust,"PMB 43 Accra | Ridge Towers, 10 Ambassadorial Enclave,West Ridge, Accra | 0302214490 | www.fidelitybank.com.gh | FSL@MYFIDELITYBANK.NET",https://www.fidelitybank.com.gh
Unit Trusts,Fidelity Fixed Income Trust,"PMB 43 Accra | Ridge Towers, 10 Ambassadorial Enclave,West Ridge, Accra | 0302214490 | www.fidelitybank.com.gh | FSL@MYFIDELITYBANK.NET",https://www.fidelitybank.com.gh
Unit Trusts,Fidelity Money Market Trust,"PMB 43 Accra | Ridge Towers, 10 Ambassadorial Enclave,West Ridge, Accra | 0302214490 | www.fidelitybank.com.gh | FSL@MYFIDELITYBANK.NET",https://www.fidelitybank.com.gh
Unit Trusts,Gold Fund Unit Trust,"P.O Box GP 14198 | 5 Mozambique Link, Opp. Royal Netherlands Embassy | 00233 302 231 536 00233 302 231 546 | www.firstfinancecompany.com | clientservice@firstfinancecompany.com",https://www.firstfinancecompany.com
Unit Trusts,Golden Eagle Unit Trust,"49 Ndabaningi Sithole Road Labone, Accra P. O. Box 134 Accra | 49 Ndabaningi Sithole Road Labone, Accra | 0302 919 317/ 0302 915 818 | www.gcbcapital.com.gh | info@gcbcapital.com.gh",https://www.gcbcapital.com.gh
Unit Trusts,Legacy Unit Trust,"Opeibea House | IFS Capital Management Limited, 37 Liberation Road | 00233 (0) 302 777 081 00233 (0) 571 386 759 | www.ifscapitalgh.com | clientservice@ifscapitalgh.com",https://www.ifscapitalgh.com
Unit Trusts,My Wealth Unit Trust,"Opeibea House | IFS Capital Management Limited, 37 Liberation Road | 00233 0302 777 081 | www.ifscapitalgh.com | clientservice@ifscapitalgh.com",https://www.ifscapitalgh.com
Unit Trusts,Nimed Lifetime Unit Trust,"Post Office Box CT 7021, Cantonments | No. 95 Ambassadorial Drive, East Legon | +233 302 543 837 | www.nimedcapital.com | info@nimedcapital.com",https://www.nimedcapital.com
Unit Trusts,PSL Fixed Income Unit Trust,"P.O.Box CT 628, Cantonments, Accra, Ghana | 8 John Harmond St.Ring Road Central, Accra. | +233-302-770936/768386/771284 | www.prudentialsecurities.com.gh | info@prudentialsecurities.com.gh",https://www.prudentialsecurities.com.gh
Unit Trusts,Republic Equity Trust,"P O Box CT 4603, Cantonments | No. 48A 6 Sixth Avenue, Ambassadorial Enclave, Ridge West | 233 (0)302 664372 | www.republicinvestmentsgh.com | email@republicghana.com",https://www.republicinvestmentsgh.com
Unit Trusts,Republic Future Plan Trust,"P O Box CT 4603, Cantonments | No. 48A 6 Sixth Avenue, Ambassadorial Enclave, Ridge West | 233 (0)302 664372 | www.republicinvestmentsgh.com | email@republicghana.com",https://www.republicinvestmentsgh.com
Unit Trusts,Republic Real Estate Investment Trust,"P O Box CT 4603, Cantonments | No. 48A 6 Sixth Avenue, Ambassadorial Enclave, Ridge West | 233 (0)302 664372 | www.republicinvestmentsgh.com | email@republicghana.com",https://www.republicinvestmentsgh.com
Unit Trusts,Republic Unit Trust,"P O Box CT 4603, Cantonments | No. 48A 6 Sixth Avenue, Ambassadorial Enclave, Ridge West | 233 (0)302 664372 | www.republicinvestmentsgh.com | email@republicghana.com",https://www.republicinvestmentsgh.com
Unit Trusts,Republic Wealth Trust,"P O Box CT 4603, Cantonments | No. 48A 6 Sixth Avenue, Ambassadorial Enclave, Ridge West | 233 (0)302 664372 | www.republicinvestmentsgh.com | email@republicghana.com",https://www.republicinvestmentsgh.com
Unit Trusts,Richie Rich Unit Trust,"Opeibea House | IFS Capital Management Limited, 37 Liberation Road | 00233 0302 777 081 | www.ifscapitalgh.com | clientservice@ifscapitalgh.com",https://www.ifscapitalgh.com
Unit Trusts,Sentinel Africa Eurobond Trust,Ghana Post ID: GA-084-7766 | Sentinel Asset Management Alema Avenue Airport Residential Area Accra | 0548102438 | www.sentinelaml.com | info@sentinelaml.com,https://www.sentinelaml.com
Unit Trusts,Sentinel Ghana Fixed IncomeTrust,Ghana Post ID: GA-084-7766 | Sentinel Asset Management Alema Avenue Airport Residential Area Accra | 0548102438 | www.sentinelaml.com | info@sentinelaml.com,https://www.sentinelaml.com
Unit Trusts,Stanbic Cash Trust,"P.O Box CT 2344, Cantonments | STANBIC HEIGHTS, PLOT 215 SOUTH LIBERATION LINK,AIRPORT CITY,ACCRA. LIBERATION LINK AIRPORT CITY, ACCRA | 0302 610 690 | www.stanlib.com | simscustomerservices@stanbic.com.gh",https://www.stanlib.com
Unit Trusts,Stanbic Income Fund Trust,"P.O Box CT 2344, Cantonments | STANBIC HEIGHTS, PLOT 215LIBERATION LINK, AIRPORT CITY, ACCRA | 0302 610 690 | www.stanlib.com | simscustomerservice@stanbic.com.gh",https://www.stanlib.com
Unit Trusts,Tesah Treasury Trust,"GPS : GA-091-2842 | Allied Heights (2nd Floor) 10 Olusegun Obasanjo Way Abelenkpe, Accra | 00233 302 977813 00233 302 977471 | www.tesahcapital.com | info@tesahcapital.com",https://www.tesahcapital.com
Unit Trusts,Unisecurities Unit Trust,"P.O. Box GP 2637, Accra | No. 455/2 Farrar Avenue, Asylum Down, Accra | 00233 302 231 536 / 00233 302 231 546 | www.firstfinancecompany.com | clientservice@firstfinancecompany.com",https://www.firstfinancecompany.com
Exchange Traded Funds,Temple S&amp;P Ghana Sovereign Bond Index ETF Plc,"P. O. Box CT 9828, Cantonments | HNO F305/6 Adebeto Close Labone, Accra | (0303)-931514 | www.templeinvest.com | info@templeinvest.com",https://www.templeinvest.com
REIT Funds,Aspire Real Estate Investment Trust Plc,"HSE NO Y21B, AGOSTINHO NETO RD, AIRPORT RESIDENTIAL, ACCRA. GA-084-2948 | HSE NO Y21B, AGOSTINHO NETO RD, AIRPORT RESIDENTIAL, ACCRA. GA-084-2948 | 0209104369 | www.10thcapital.investments | info@10thcapital.investments.com",https://www.10thcapital.investments
REIT Funds,Rangoon Real Estate Investment Plc,"6th Floor Cannon House 4 Rangoon Lane, Cantonments City Accra | 6th Floor Cannon House 4 Rangoon Lane, Cantonments City Accra | 03022215700 | info@rangoonreit.com",
REIT Funds,Sentinel Commercial Real Estate Investment Trust Company Plc,"P. O. BOX OS 2682 | 1st Floor, One Airport Square, Airport City, Accra-Ghana. Ghana Post ID: GL-116-5465GA-084-7361 ALEMA AVENUE | 0548102438 | https://sentinelaml.com/ | info@sentinelaml.com",https://sentinelaml.com/
Private Funds,Ci GABA VC LTD,"No. 12 Agbami Road Kokomlemle, Accra P. O. Box CT 6938 Cantonments, Accra | No. 12 Agbami Road Kokomlemle, Accra | +233 (0)30 225 3951/ +233 55 007 1562 | www.siaghana.com | info@siaghana.com",https://www.siaghana.com
Private Funds,Growth Investment Partners Ghana LTD,"Ground Flr Regimanuel Gray Head Office Building | A02 Maale Dada Street, La- Accra | 0302770212/3 0302765116/7 | www.gipghana.com | info@gipghana.com",https://www.gipghana.com
Private Funds,Injaro Ghana Venture Capital Fund,"P.O. Box 7761, Cantonments | #26 Premier Place II, 22 Senchi Street, Airport Residential Area, Accra - Ghana. | 0265726414 | www.injaroinvestments.com | info@injaroinvestments.com, igvcf@injaroinvestments.com",https://www.injaroinvestments.com
Private Funds,ISF Ghana Venture Capital LTD,"P.O. Box 5997 Accra North Ghana | House No. P266 SDA Link, Kwaley Close, Papao North Legon, Accra | +233 50 211 1953 / +233 30 242 2984 | http://www.impcapadv.com/ | info@impcapadv.com",http://www.impcapadv.com/
Private Funds,Mirepa Capital SME Fund 1 Limited,"P.O. Box CT 753, Cantonments. | 56 Nii Afrotse Street Westlands - Accra | 0504441114 | www.mirepaglobal.com | info@mirepaadvisors.com",https://www.mirepaglobal.com
Private Funds,Oasis Africa VC Fund II LTD,"P.O. Box CT1169, Cantonments, Accra-Ghana | No. 4A Charlotteville, OIC road, East Legon, Accra-Ghana | 0233 302 522624, 00233 302 522623, 00233 302 522629, 00233 544 357020 | www.oasiscapitalghana.com | info@oasiscapitalghana.com",https://www.oasiscapitalghana.com	
Private Funds,Oasis Africa VC Fund Ltd,"P.O. Box CT1169, Cantonments, Accra-Ghana | No. 4A Charlotteville, OIC road, East Legon, Accra-Ghana | 00233 302 522624, 00233 302 522623, 00233 302 522629, 00233 544 357020 | www.oasiscapitalghana.com | info@oasiscapitalghana.com",https://www.oasiscapitalghana.com
Private Funds,Origen Private Debt Fund LTD,"GA-118-5893 18 Noi Fetreke Street West Kofi Annan Street, West Airport near Jack &amp; Jill, Accra. P.O. Box 14001, Accra | 18 Noi Fetreke Street West Kofi Annan Street, West Airport, Accra | 0244649191 | ashfieldinvest.com | info@ashfieldinvest.com",https://	ashfieldinvest.com
Private Funds,Wangara Green Venture Capital Co. Ltd,"P.O. Box YK 1506 Kanda - Accra | Innohub Growth Centre 6 Nii Kotey Baale Ave East Legon, Accra-Ghana | (+233)302737746 | www.wangaracapital.com | info@wangaracapital.com",https://www.wangaracapital.com
Broker Dealers,Algebra Securities Limited,"P.O.Box GP 18469, Accra | 5th Floor, Nester Square, North Liberation Link, Airport City, Accra | 233 302 778552 / 3 +233 302 778554 | algebracapital.com.gh | info@algebracapital.com.gh",https://algebracapital.com.gh
Broker Dealers,Amber Securities Limited,"PMB 45 Ministries, Accra | 2nd Floor Heritage Tower Cruickshank Road, Ridge Accra GA-077-0894 | +233 30 2679761/2 +233 059 699 4756 | amber.com.gh | securities@amber.com.gh",https://amber.com.gh
Broker Dealers,Apakan Securities Limited,"P.O.Box KN 2136 Kaneshie,Accra | The Alberts,Ground Floor,no.23 Kanda Estate | 0302936629 | securities.apakangroup.com/ | securities@apakangroup.com",https://securities.apakangroup.com/
Broker Dealers,Black Star Brokerage Limited,"PMB 59, Osu , Accra | The Rhombus , Plot 24 Tumu Avenue , Kanda Estates Accra | 0302227698/0302767688 | www.blackstaradvisors.com | info@blackstarbrokerage.com.gh",https://www.blackstaradvisors.com
Broker Dealers,Blackwood Capital Advisors Ltd,"P.O. Box AD 1288, Adabraka-Accra GA/R | 2nd Floor Gulf House, Opposite Ghana Standard Authority, Shiashie | +233(0)591126800 | www.bcagh.com | hello@bcagh.com",https://www.bcagh.com
Broker Dealers,Bullion Securities Limited,"P.O Box CT 5252, Cantonments | The Octagon Suite- B904, Barnes Road, Accra | (0544)-312462 | bullionholding.com | info@bullionholding.com",https://bullionholding.com
Broker Dealers,CDH Securities Ltd.,"P.O Box 14911 | 36 Independence Avenue, Adj. National Insurance Commission, North Ridge | 0207998163 | cdhgroup.com | cdhsecurities@cdhgroup.co",https://cdhgroup.com
Broker Dealers,Chapel Hill Denham Securities (Gh.) Limited,"PMB CT 179 | No. 2 Sithole Road, Labone | (0302)-766865 | chapelhilldenham.com | ghana.info@chapelhilldenham.com",https://chapelhilldenham.com
Broker Dealers,Constant Capital (Ghana) Limited,"PMB 171, KIA,East Legon, Accra | No. 6 Ayawaso West Wuogon, Tanbu Link, East Legon, Accra, Ghana | +233 302500386/ 0302500149/0246844626 | www.constantcap.com.gh/ | info@constantcap.com.gh",https://www.constantcap.com.gh/
Broker Dealers,Critical Ideas Limited,"P.O Box CT 3504, Cantonments, Accra | First Floor, Sedco House, Kanda Highway, North Ridge, Accra | 0244982585 | www.chippercash.com | dion@chippercash.com",https://www.chippercash.com
Broker Dealers,Databank Brokerage LTD.,"PMB, Ministries Post Office | No. 61 Barnes Rd, Adabraka | (0302)-669110/669417/662363 | databankgroup.com | info@databankgroup.com",https://databankgroup.com
Broker Dealers,Dosh Brokerage Ltd,"P.O. Box AN 10988, Accra-North | No. 10 Mireku WE Loop, Dansoman, Accra GA-504-4280 | 0800367463 | www.0800dosh.me | info@0800dosh.me",https://www.0800dosh.me
Broker Dealers,EDC Stockbrokers Limited,"P.O Box AN 16746 | No. 5 2nd Ridge Link, North Ridge | (0302)-251720 | //ecobank.com/ | esl@ecobank.com",https:////ecobank.com/
Broker Dealers,Fincap Securities Limited,"P.O. Box MP 2399, Accra- Ghana | 16 Noi Fetreke Street, Airport West, Accra | +233 208241184 +233 0208362477 | www.fincaps.net | info@fincaps.net",https://www.fincaps.net
Broker Dealers,First Atlantic Brokers Limited,"P.O Box CT. 1620, Cantonments Accra | Dr. Isert Street, North Ridge, Accra | 0302218030/0302218036 | https://fabbrokers.com.gh/ | brokers@firstatlanticbank.com.gh",https://fabbrokers.com.gh/
Broker Dealers,FirstBanc Brokerage Services Limited,"P.O Box 1464, Osu | No. 5 Nii Nortey Afriyie, Ring Way Link, Osu | (0302)-250624/250380/250636 | firstbancgroup.com | brokerage@firstbancgroup.com",https://firstbancgroup.com
Broker Dealers,GFX Brokers Limited,"P. O. Box 183 Accra North | 2nd Floor, PWC Tower, Cantonments City, Accra | 0596920995 | gfxbrokers.com | info@gfxbrokers.com",https://gfxbrokers.com
Broker Dealers,IC Securities (Ghana) Ltd.,"PMB -GPO 104, Accra | No. 2, Johnson Sirleaf Road, North Ridge | +233 (0) 308 250 051 | www.ic.africa/ | sec@ic.africa",https://www.ic.africa/
Broker Dealers,Laurus Africa Securities Limited,"P.O Box 1845, Osu Accra | No 2 Dr Isert Street North-Ridge, Accra GA-029-0014 | 0303940660/0308040110 | laurusafrica.com | info@laurusafrica.com",https://laurusafrica.com
Broker Dealers,Merban Stockbrokers Ltd,"P.O.Box CT 1317 Cantonments, Accra | 1 Abdul Diouf Rd, Accra | (0302)-251137/8 | umbcapital.com | stockbrokers@myumbbank.com",https://umbcapital.com
Broker Dealers,NTHC Securities Limited,"P.O Box KIA 9563, Airport- Accra | NTHC House,18 Gamel Nasser Avenue, Ringway Estates, Osu | (233)302223842/(233)302223849 | securities.nthc.com.gh/ | securities@nthc.com.gh",https://securities.nthc.com.gh/
Broker Dealers,One Africa Securities Ltd,"No.1 Norfo Close, North Dzorwulu, Accra - Ghana | No.1 Norfo Close, North Dzorwulu, Accra - Ghana | +233 27 781 8228 | oamarkets.com | info@oamarkets.com",https://oamarkets.com
Broker Dealers,Petra Securities Limited,"P.O Box CT 3194 Cantonments, Accra | Plot No.217 Osu Badu Street, Airport West- Dzorwulu, Accra | 0262290577/0302763908 | petrasecurities.com | info@petrasecurities.com",https://petrasecurities.com
Broker Dealers,Regulus Investment and Financial Services Ghana Limited,"P. O Box 1847, Accra | HNO.2B, Mayfair Residency, 16 Saflo, Behind Lincoln School | 0540114157/0540110130 | https://regulus.finance/ | contact@regulus.finance",https://regulus.finance/
Broker Dealers,Republic Securities (Ghana) Limited,"P.O.Box CT 4603, Cantonments | #48A sixth avenue, North Ridge, Accra | 0283094229 | republicinvestmentsgh.com | securities@republicghana.com",https://republicinvestmentsgh.com
Broker Dealers,Sarpong Capital Markets Limited,"P. O. Box CT 10881, Cantonments, Accra | 2 Almond Street and 21 Boundry Road, Christian Services, East Legon | 0540122295/0245222934/0500959197 | www.sarpongcapital.com | compliance@sarpongcapital.com",https://www.sarpongcapital.com
Broker Dealers,Savvy Securities Limited Company,"P.O.Box 9967, K.I.A. Accra | House Number 1, 1st Norla Link, Near Labone Police Station, Labone, Accra | 0302200748 | savvysecurities.com/ | info@savvysecurities.com",https://savvysecurities.com/
Broker Dealers,SBG Securities (Gh) Limited,"P.O Box CT 2344, Cantonments | Plot 215, Stanbic Heights South Liberation Link, Airport City | (0302)-815789 | www.sbgsecurities.com.gh | stanbicgh@stanbic.com",https://www.sbgsecurities.com.gh
Broker Dealers,Serengeti Capital Markets Limited,"P.O BOX CT 2868, Cantonmants Accra | 2nd Floor, Heritage Towers Ambassadorial Enclave | (0302)-660163/676979/676980 | serengeticapital.com/brokerage/ | service@newworldgh.com",https://serengeticapital.com/brokerage/
Broker Dealers,SIC Brokerage Limited,"PMB CT 314, Cantonments - Accra, Ghana | No. 28/29, Nyametei House Ring Road East | 0302 940056 | sicbrokerage.com | trader@sicbrokerage.com",https://sicbrokerage.com
Broker Dealers,Strategic African Securities Limited,"P.O Box 16446 Accra | 14th Floor, World Trade Centre, Independence Avenue | (0302)-251546-9 /7011770 | sasghana.com | sasltd@africaonline.com.gh",https://sasghana.com
Broker Dealers,Teak Tree Brokerage Limited,"P.O.Box 5879 Accra- North | Nyaniba Estate, House number F380/4 Osu Crescent. GPS address GL-030-1368 | (0302)-978838/9 | ttbghana.com | info@ttbghana.com",https://ttbghana.com
Broker Dealers,Wallstreet Brokerage Ltd,"P.O Box 1495, Accra | W1 Manet Ville Estate, Okpoi Gonno, Airport East, Accra | 0303963009 | www.wallstreetbrokeragegh.com | info@wallstreetbrokeragegh.com",https://www.wallstreetbrokeragegh.com
Broker Dealers,Worldwide Securities Limited,"P.O Box OS 01017, Osu | No. 8 Ring Way Link | (0302)-764578/256001 | worldwidesecurities-gh.com | info@worldwidesecurities-gh.com",https://worldwidesecurities-gh.com
Investment Advisory,Axis Wealth Management Limited,"P. O Box AT 672, Achimota, Accra | 4 Ibadan Avenue, East Legon, Accra | 0207035389 / 030543314/0243383850 | http://axiswealthmgt.com | info@axiswealthmgt.com",http://axiswealthmgt.com
Investment Advisory,DeVere Ghana Limited,"3rd Floor, City Galleria Shopping Center, Spintex Road Accra | 3rd Floor, City Galleria Shopping Center, Spintex Road Accra | (0302)-676463-4 / 664107 | www.devere-group.com | accra@devere-group.com",https://www.devere-group.com
Investment Advisory,Impact Capital Advisors Limited,"P.O.Box 5997, Accra North | House No. P266, S.D.A. Link Papao,North Legon | 0502111953/ 0245070393 | http://www.impcapadv.com/ | info@impcaadv.com",http://www.impcapadv.com/
Investment Advisory,JCS Investment Limited,"P.O.Box 30710,KIA- Accra Ghana | Plot No. 9, Martey Tsuru, Spintex Road- Accra | 0302 960 550/0554 458 971 | www.jcs.com.gh | info@jcs.com.gh",https://www.jcs.com.gh
Investment Advisory,Oasis Capital Ghana Limited,"P.O.Box CT 1169, Cantonments Accra | No. 4A Charlotteville OIC Road Shiashi, East Legon | 0302522624/0302544011 | www.oasiscapitalghana.com | info@oasiscapitalghana.com",https://www.oasiscapitalghana.com
Investment Advisory,Savannah Impact Advisory Limited,"P.O Box CT 6938, Cantonments-Accra, Ghana | No.12 Agbani Street, Kokomlemle-Accra | 0550071562/0302253951 | www.siaghana.com | info@siaghana.com",https://www.siaghana.com
Investment Advisory,Sentinel Global Advisers Ghana Limited,"PMT CT 188 Cantonments, Accra | H/No.1A Alema Avenue Accra | +233(0) 55 753 4976 | www.sentinelglobal.com | info@sentinelglobal.com",https://www.sentinelglobal.com
Investment Advisory,Standard Chartered Wealth Management Limited,"P.O Box 768, Accra | Fourth Floor, Opeibea House Building Liberation Road Airport, Accra | 0276502513 | www.scwealthmanagementgh.com | info@scwealthmanagementgh.com",https://www.scwealthmanagementgh.com
