provider,slug,document,file,pattern,snippet
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2023/07/RBGH-ANNUAL-REEPORT-2022-.pdf,data\provider-docs\republic-bank-ghana\RBGH-ANNUAL-REEPORT-2022-.pdf,rate,lending rates to rise from 20.4%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2023/07/RBGH-ANNUAL-REEPORT-2022-.pdf,data\provider-docs\republic-bank-ghana\RBGH-ANNUAL-REEPORT-2022-.pdf,rate,base increased by 22.9%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2023/07/RBGH-ANNUAL-REEPORT-2022-.pdf,data\provider-docs\republic-bank-ghana\RBGH-ANNUAL-REEPORT-2022-.pdf,rate,deposits increased by 30.4%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2023/07/RBGH-ANNUAL-REEPORT-2022-.pdf,data\provider-docs\republic-bank-ghana\RBGH-ANNUAL-REEPORT-2022-.pdf,mortgage,Mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2023/07/RBGH-ANNUAL-REEPORT-2022-.pdf,data\provider-docs\republic-bank-ghana\RBGH-ANNUAL-REEPORT-2022-.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2023/07/RBGH-ANNUAL-REEPORT-2022-.pdf,data\provider-docs\republic-bank-ghana\RBGH-ANNUAL-REEPORT-2022-.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2022/04/RBGH-2021-v7-FINAL-FS-04-04-22.pdf,data\provider-docs\republic-bank-ghana\RBGH-2021-v7-FINAL-FS-04-04-22.pdf,rate,interest rate declined from 13.56 %
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2022/04/RBGH-2021-v7-FINAL-FS-04-04-22.pdf,data\provider-docs\republic-bank-ghana\RBGH-2021-v7-FINAL-FS-04-04-22.pdf,rate,deposits grew by 16.6%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2022/04/RBGH-2021-v7-FINAL-FS-04-04-22.pdf,data\provider-docs\republic-bank-ghana\RBGH-2021-v7-FINAL-FS-04-04-22.pdf,rate,Interest income witnessed an increase of 3.08%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2022/04/RBGH-2021-v7-FINAL-FS-04-04-22.pdf,data\provider-docs\republic-bank-ghana\RBGH-2021-v7-FINAL-FS-04-04-22.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2022/04/RBGH-2021-v7-FINAL-FS-04-04-22.pdf,data\provider-docs\republic-bank-ghana\RBGH-2021-v7-FINAL-FS-04-04-22.pdf,mortgage,Mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2022/04/RBGH-2021-v7-FINAL-FS-04-04-22.pdf,data\provider-docs\republic-bank-ghana\RBGH-2021-v7-FINAL-FS-04-04-22.pdf,mortgage,MORTGAGE
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2019/04/REPUBLIC-BANK-Annual-Report-2019-New.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-Annual-Report-2019-New.pdf,rate,13.3% a year
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2019/04/REPUBLIC-BANK-Annual-Report-2019-New.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-Annual-Report-2019-New.pdf,rate,Deposits by 26.2%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2019/04/REPUBLIC-BANK-Annual-Report-2019-New.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-Annual-Report-2019-New.pdf,rate,lending rate declining to 16%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2019/04/REPUBLIC-BANK-Annual-Report-2019-New.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-Annual-Report-2019-New.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2019/04/REPUBLIC-BANK-Annual-Report-2019-New.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-Annual-Report-2019-New.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2018/06/2017-Annual-Report-HFC.pdf,data\provider-docs\republic-bank-ghana\2017-Annual-Report-HFC.pdf,rate,deposits grew by 10.6%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2018/06/2017-Annual-Report-HFC.pdf,data\provider-docs\republic-bank-ghana\2017-Annual-Report-HFC.pdf,rate,Deposits also increased by 10%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2018/06/2017-Annual-Report-HFC.pdf,data\provider-docs\republic-bank-ghana\2017-Annual-Report-HFC.pdf,rate,Deposit 50.44%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2018/06/2017-Annual-Report-HFC.pdf,data\provider-docs\republic-bank-ghana\2017-Annual-Report-HFC.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2018/06/2017-Annual-Report-HFC.pdf,data\provider-docs\republic-bank-ghana\2017-Annual-Report-HFC.pdf,mortgage,Mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2018/06/2017-Annual-Report-HFC.pdf,data\provider-docs\republic-bank-ghana\2017-Annual-Report-HFC.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-Annual-Report-2017-3.pdf,data\provider-docs\republic-bank-ghana\HFC-Annual-Report-2017-3.pdf,rate,deposits grew by 24.5%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-Annual-Report-2017-3.pdf,data\provider-docs\republic-bank-ghana\HFC-Annual-Report-2017-3.pdf,rate,Deposit 82.74%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-Annual-Report-2017-3.pdf,data\provider-docs\republic-bank-ghana\HFC-Annual-Report-2017-3.pdf,rate,deposit growth of 31%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-Annual-Report-2017-3.pdf,data\provider-docs\republic-bank-ghana\HFC-Annual-Report-2017-3.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-Annual-Report-2017-3.pdf,data\provider-docs\republic-bank-ghana\HFC-Annual-Report-2017-3.pdf,mortgage,Mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,data\provider-docs\republic-bank-ghana\HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,rate,base of the Bank grew by 19%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,data\provider-docs\republic-bank-ghana\HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,rate,Interest expense grew by 76%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,data\provider-docs\republic-bank-ghana\HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,rate,interest income grew by 31%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,data\provider-docs\republic-bank-ghana\HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,data\provider-docs\republic-bank-ghana\HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2017/07/HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,data\provider-docs\republic-bank-ghana\HFC-ANNUAL-REPORT-MAIN-FINAL-WEB.pdf,mortgage,mortgage
