provider,source_file,doc_date,page,category,product,fee_key,fee_name,applies_when,rate,rate_period,rate_basis,fixed_amount,currency,minimum_or_cap,collected_for,document_wording
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,,one_off,,,,,bank,0% - 2%
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,0.1% - 3%
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,2% (Nego.)
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,0.015,one_off,not_stated,,,,bank,1.50%
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1.5% of L/A
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,0.0125,one_off,not_stated,,,,bank,1.25%
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1% FV
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1% - 2%
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1.5%-2.5%
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1% (Min. GH¢50)
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,0.5% - 1.0%
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,0.015,one_off,not_stated,,,,bank,1.50%
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,2% flat p/f (nego)
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,0.02,one_off,not_stated,,,,bank,2%
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1.5% of L/A
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,2.5% (min GH¢50)
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1.5% min. 50
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,0% - 2%
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,0.02,one_off,not_stated,,,,bank,2%
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,processing_fee,Lending fees: Processing/Establishment fee: Retail,,,one_off,,,,,bank,1% facility amount (Min GH¢2000)
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,1% - 3%
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,0.1%-3%
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,0,one_off,not_stated,,,,bank,NIL
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,0,one_off,not_stated,,,,bank,NIL
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,1.5% of L/A
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,0,one_off,not_stated,,,,bank,NIL
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,0.75% -2.0%
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,0,one_off,not_stated,,,,bank,NIL
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,0.75% - 2%
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,0,one_off,not_stated,,,,bank,NIL
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,Nego
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,"2% Top-up, 2.5% for new loans/ 1% for Wealth Mgt Products"
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,16,personal_loan,Retail lending,arrangement_fee,Lending fees: Arrangement fee: Retail,,,one_off,,,,,bank,0% - 2%
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1% - 1.5%
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,0.1% - 3%
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0,one_off,not_stated,,,,bank,NIL
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.015,one_off,not_stated,,,,bank,1.50%
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1% flat
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,2% (min. GH¢50)
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.0125,one_off,not_stated,,,,bank,1.25%
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0,one_off,not_stated,,,,bank,NIL
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1.5% - 2%
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1.5%-2%
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.025,one_off,not_stated,,,,bank,2.5%
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1.50% (Min. GH¢60)
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,0.75% - 1.5%
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.015,one_off,not_stated,,,,bank,1.50%
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0,one_off,not_stated,,,,bank,NIL
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.01,one_off,not_stated,,,,bank,1%
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1.50% of L/A
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,"1.5%-2.5% P/A, 2%(Min. GH¢200)"
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.025,one_off,not_stated,,,,bank,2.50%
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,0% - 2%
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,0.02,one_off,not_stated,,,,bank,2%
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,facility_fee,Lending Fees: Facility Fee: Retail,,,one_off,,,,,bank,1.5%fa (min GH¢2000)
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,0.88%-1.35%
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,0.3%-1%/ N/A (cash backed)
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0.01,one_off,not_stated,,,,bank,1.0%
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0.01,one_off,not_stated,,,,bank,1.00%
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0.013999999999999999,one_off,not_stated,,,,bank,1.40%
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0.01,one_off,not_stated,,,,bank,1%
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1% -1.25%
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1% FV
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1% -1.86% (up to 5 yrs) 2.3%- 2.72% (5-7yrs)
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0,one_off,not_stated,,,,bank,Nil
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1.5%-2.4%
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0.01,one_off,not_stated,,,,bank,1%
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1% of facility (Max Advance only)
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,0.65%-1.25%
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1.5% (negotiable)
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,0.3%-0.54%
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1.2%(all retail loans)
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1.17%-1.50%
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,0.016,one_off,not_stated,,,,bank,1.60%
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1.5% (Consumer loans)
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,2% flat on personal Loan
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,17,personal_loan,Retail lending,insurance_fee,Lending Fees: Insurance Fee: Retail,,,one_off,,,,,bank,1%(min GH¢2000)
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,20.0,GHS,,bank,GH¢20
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,"GH¢20(Gh-Link), GH¢30.00(Visa debit), GHS250(Visa Infinite) GHS60(Visa Business), GHS100(Visa Signature), GH¢40(Visa Prepaid)"
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,25.0,GHS,,bank,GH¢ 25
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,30.0,GHS,,bank,GH¢30
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢30-GH¢50
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,20.0,GHS,,bank,GH¢20
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,20.0,GHS,,bank,GH¢20
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,35.0,GHS,,bank,GH¢35
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,(GH¢15 - GH¢30 – Ezwich card) (GH¢20 – Gh-link card) (GH¢ 30- GH¢ 50 Visa Cards)/ (US $10 for dollar platinum card)
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢25(Visa Classic & MasterCard Standard)
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢20 - GH¢50 (Retail)
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢20 (Gh-link - Instant card)
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢10 - GH¢50
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,35.0,GHS,,bank,GH¢35
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢15 - GH¢30
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,35.0,GHS,,bank,GH¢35
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,0,GHS,,bank,NIL
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,Bus. Cards GHS30/USD 6/EUR 5
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢40- GH¢250
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢25-GH¢ 30
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢ 25 - GH¢ 60
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,issuance,ATM Fees: ATM Issuing,,,one_off,,,,,bank,GH¢25 (Visa and Master Card) GH¢20 (Proprietary Card)
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,20.0,GHS,,bank,GH¢20
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢20P/M(Visa debit); GH¢5 P/M (gh-link)
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,10.0,GHS,,bank,GH¢10 p/m
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GHs20 per year for proprietary cards and GHS30 per quarter for Visa Cards
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢5- GH¢10
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢ 7 – GH¢10
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,10.0,GHS,,bank,GH¢10 P/M
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢5 p/m - GH-Link cards GH¢10 p/m - GH¢15 p/m - Visa Cards US$1 for dollar Platinum cards
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,5.0,GHS,,bank,GH¢ 5 p/m
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,"GH¢20- GH¢30 p/q (Retail), GH¢6-GH¢9 p/m (Business)"
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢5 - GH¢20 p/m
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,7.0,GHS,,bank,GH¢7
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,5.0,GHS,,bank,GH¢ 5p/m
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,5.0,GHS,,bank,GH¢5
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢3.00(ind.) GH¢5.00(business)
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,0.6% of txn Amt (Min. GHS 7/USD1.5/EUR 1)
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢5- GH¢35p/m
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢0 - GH¢10
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,GH¢2- GH¢ 20
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,19,debit_card,ATM card,maintenance,ATM Fees: ATM card maintenance fee (p/m or p/q),,,not_stated,,,,,bank,"GH¢10 (Visa and Master Card), GH¢0 (Proprietary Card)"
